age,income,credit_score,loan_amount,debt_to_income_pct,num_dependents,years_employed,account_balance,num_prev_loans,monthly_expenses,gender,employment_status,education_level,loan_purpose,region,marital_status,application_year,loan_duration_months,application_date,loan_default
57,39801.66,729,13097.47,32.79,5.0,5.9,,1,6807.9,Female,Full-Time,,Medical,Central,,2016,36,2016-03-20,0
50,26419.39,611,7258.03,27.29,5.0,2.6,3215.41,9,6347.68,Female,Full-Time,,Personal,North,Married,2016,36,2016-09-07,0
56,74834.53,666,52030.61,21.15,5.0,2.7,5563.4,8,26130.19,Male,Full-Time,High School,Medical,West,Married,2015,60,2015-01-15,0
29,78562.73,753,20503.76,27.23,2.0,6.0,16558.01,5,16025.82,Male,Part-Time,Master,Education,Central,,2017,36,2017-03-04,1
33,77999.2,850,17375.18,24.02,6.0,7.1,5058.68,9,17703.43,Female,Full-Time,High School,Home,North,,2014,60,2014-03-22,0
38,29355.79,560,34387.36,31.26,2.0,1.8,3262.41,1,4946.72,Male,Self-Employed,Master,Medical,North,Married,2021,60,2021-01-24,1
31,63812.91,547,5519.1,49.93,3.0,18.3,9714.53,6,24679.7,Male,Full-Time,Bachelor,Personal,West,Widowed,2021,12,2021-02-02,1
38,84015.07,681,7748.8,22.18,0.0,11.9,3192.36,4,,Female,Unemployed,Bachelor,Home,North,Single,2018,84,2018-09-27,0
45,23333.1,657,22520.35,33.75,5.0,1.4,9519.96,9,6341.29,Male,Full-Time,PhD,Education,South,Single,2023,36,2023-09-01,0
55,104195.08,497,22542.84,17.29,0.0,,3408.17,9,28106.37,Male,Self-Employed,Bachelor,Home,Central,Married,2024,60,2024-04-22,0
28,96839.03,681,7458.24,13.49,0.0,7.9,22051.57,9,27348.63,Female,Full-Time,Master,Medical,Central,Married,2022,60,2022-09-06,0
71,64942.72,767,8366.61,20.7,0.0,5.0,2735.79,9,11318.16,Male,Self-Employed,,Education,South,Single,2016,84,2016-08-26,1
24,,705,12002.84,8.47,1.0,12.3,7075.68,0,2663.16,Male,Full-Time,PhD,Home,West,Married,2014,48,2014-08-01,0
67,89539.84,788,24042.4,23.49,6.0,3.0,7024.6,5,29516.86,Male,Full-Time,High School,Car,Central,Married,2020,60,2020-09-07,0
58,78157.11,731,20515.07,16.77,0.0,0.9,1221.3,3,18628.29,Male,Full-Time,High School,Education,Central,Married,2023,60,2023-10-03,0
38,63821.72,549,20937.36,13.37,3.0,3.1,3073.01,0,12403.6,Male,Unemployed,Master,Medical,West,Single,2016,36,2016-08-24,1
61,83108.26,719,5476.93,63.13,0.0,9.7,11492.06,9,26472.56,Male,Self-Employed,Bachelor,Home,West,Widowed,2020,48,2020-12-15,0
18,141815.31,782,29753.58,57.51,2.0,2.2,4718.52,0,25745.51,Female,Full-Time,,Business,North,Single,2013,12,2013-02-21,0
43,42398.05,621,8632.26,32.1,,0.7,441.96,7,15687.89,Female,Self-Employed,Master,Medical,West,Married,2016,60,2016-02-12,1
49,55558.45,799,28875.3,47.86,1.0,1.1,11784.26,6,9526.27,Male,Unemployed,Master,Home,West,Single,2012,84,2012-07-04,1
45,34275.35,726,24451.52,3.6,3.0,0.8,3843.07,3,7735.7,Male,Unemployed,High School,Car,East,,2017,48,2017-02-23,1
73,50564.85,816,20593.5,30.56,1.0,7.0,4407.39,2,12117.13,Female,Unemployed,Bachelor,Business,East,Married,2014,36,2014-11-17,0
46,115860.07,809,15385.03,44.21,6.0,0.0,3137.38,9,22852.12,Male,Full-Time,Bachelor,Car,West,Married,2018,12,2018-12-16,1
74,21709.18,526,5158.91,27.42,5.0,2.3,13645.64,5,8496.7,Female,Unemployed,Bachelor,Education,North,Divorced,2021,48,2021-02-05,0
26,44741.74,616,12369.24,11.53,4.0,3.4,2541.08,4,10133.29,Female,Unemployed,High School,Personal,West,Married,2010,12,2010-05-05,0
38,90446.56,681,9786.33,21.89,4.0,7.2,1036.52,5,20936.28,Male,Part-Time,High School,Medical,North,Divorced,2016,36,2016-10-15,0
56,33410.78,692,9483.4,46.14,1.0,4.6,90.59,0,10620.92,Male,Full-Time,,Car,East,Married,2010,36,2010-12-10,1
34,35582.7,431,8101.68,47.11,6.0,1.4,4592.69,7,6292.26,Male,Part-Time,Master,Personal,West,Single,2019,36,2019-02-15,1
37,18454.8,514,7426.19,57.28,4.0,14.2,,2,4214.53,Female,Full-Time,Bachelor,Personal,North,Married,2014,12,2014-04-21,1
68,11287.06,751,26069.85,42.06,0.0,14.8,2994.33,5,,Male,Full-Time,Bachelor,Medical,West,Married,2010,24,2010-05-08,1
34,41319.73,782,19787.03,11.08,4.0,1.6,11451.53,9,,Non-Binary,Full-Time,Master,Education,West,,2013,60,2013-01-01,0
65,90881.24,494,22846.66,46.66,6.0,2.8,2463.06,4,28732.43,Male,Self-Employed,,Car,North,Married,2016,36,2016-09-08,1
59,54483.11,639,41013.31,69.92,5.0,1.8,1553.88,7,,Male,Full-Time,Master,Business,East,Married,2012,24,2012-12-22,1
21,47264.64,493,25916.93,11.03,4.0,0.9,18881.62,4,17882.41,Female,Full-Time,Bachelor,Personal,West,Married,2012,48,2012-05-27,1
18,54092.49,702,43893.78,55.19,2.0,0.6,5404.44,7,16465.52,Male,Part-Time,PhD,Car,North,,2024,60,2024-02-20,1
52,68739.57,696,16000.83,20.5,5.0,4.5,908.34,8,,Male,Part-Time,Bachelor,Personal,North,Married,2015,48,2015-09-22,0
56,36693.83,438,9684.12,75.72,5.0,,4873.12,9,6573.23,Non-Binary,Full-Time,Bachelor,Home,South,Single,2024,36,2024-02-26,1
33,29188.38,656,14613.82,20.15,6.0,29.7,6676.46,6,5444.46,Female,Unemployed,Bachelor,Business,North,Widowed,2019,60,2019-10-22,0
53,47862.78,636,12514.4,31.02,3.0,0.6,2878.51,4,12216.6,Male,Full-Time,PhD,Home,South,Widowed,2016,36,2016-08-26,0
51,39469.61,674,28791.71,12.73,0.0,1.5,2464.18,5,8270.95,Female,Full-Time,Bachelor,Business,Central,Single,2019,60,2019-10-26,0
19,14657.67,689,32578.17,17.83,1.0,2.0,6591.73,4,3061.21,Male,Full-Time,Master,Home,East,Divorced,2024,36,2024-01-25,0
20,45654.24,591,5800.15,18.72,2.0,1.2,6962.06,8,11838.83,Non-Binary,Unemployed,Master,Medical,Central,,2020,84,2020-10-21,1
36,86472.18,724,19420.53,16.75,5.0,7.1,1014.03,2,29674.88,Female,Part-Time,High School,Education,North,Single,2023,60,2023-01-06,0
33,65660.96,656,29467.07,15.81,6.0,2.7,37558.22,5,21055.49,Female,Full-Time,High School,Home,East,Single,2024,60,2024-01-10,0
71,,569,27463.31,53.3,0.0,10.1,514.32,6,28436.86,Male,Retired,,Education,East,Single,2013,60,2013-02-07,0
73,71754.27,668,6925.55,5.15,6.0,4.2,10044.65,0,16050.69,Female,Part-Time,High School,Personal,North,Single,2021,48,2021-02-20,0
73,41911.14,520,52050.9,17.99,1.0,1.3,3106.72,6,14160.51,Male,Self-Employed,Master,Education,South,Divorced,2021,36,2021-05-15,0
40,42141.78,619,8289.06,1.93,1.0,3.7,15556.46,3,7732.67,Female,Self-Employed,High School,Car,East,Single,2024,24,2024-10-05,1
41,72568.34,710,6391.7,46.43,2.0,0.3,1566.62,5,12438.73,Female,Full-Time,High School,Home,North,Married,2022,60,2022-07-20,1
44,,598,4357.38,39.43,2.0,1.4,900.62,0,13452.02,Male,Full-Time,Bachelor,Business,North,Married,2013,60,2013-08-05,1
65,114048.02,561,17364.85,38.58,1.0,0.4,,7,43348.01,Female,Retired,,Car,South,Married,2011,60,2011-05-04,1
74,,668,9020.51,24.56,0.0,1.1,15050.7,2,4780.98,Female,Full-Time,Bachelor,Car,South,Divorced,2018,12,2018-04-19,1
22,27702.22,477,8173.51,3.78,1.0,3.9,8213.06,7,5685.24,Female,Full-Time,PhD,Business,East,Divorced,2023,36,2023-12-18,1
65,13286.0,503,4664.51,12.72,,1.9,3374.77,6,2325.83,Male,Part-Time,PhD,Home,North,Married,2018,48,2018-06-11,1
28,86274.21,683,6794.53,15.29,0.0,0.2,27850.12,6,16413.18,Female,Self-Employed,High School,Personal,North,,2023,60,2023-11-16,0
59,21717.21,586,18123.94,13.63,6.0,2.8,670.3,2,5625.69,Female,Self-Employed,Bachelor,Personal,Central,Single,2012,12,2012-08-04,0
67,43264.01,637,11942.35,19.68,5.0,1.9,677.28,1,14314.41,Male,Full-Time,High School,Personal,South,Divorced,2024,36,2024-04-11,0
71,129310.42,662,25232.73,18.8,5.0,2.7,1514.22,9,22459.95,Male,Retired,Bachelor,Medical,North,Married,2016,36,2016-06-06,0
38,77858.91,595,3236.1,27.51,2.0,0.5,959.55,7,26911.6,Male,Unemployed,,Business,Central,Divorced,2024,48,2024-06-07,1
57,12825.85,796,24841.1,7.98,2.0,7.8,878.02,6,2893.0,Male,Retired,Master,Medical,South,Married,2023,60,2023-11-04,1
34,59530.43,561,9826.46,29.06,4.0,2.2,62423.42,7,13153.76,Female,Full-Time,Bachelor,Car,East,Divorced,2012,36,2012-05-26,1
25,23443.09,736,42883.39,30.33,4.0,3.3,1739.99,4,4961.35,Male,Part-Time,Master,Car,East,Divorced,2016,36,2016-06-08,0
21,106434.87,588,12393.35,31.11,3.0,11.3,5480.28,7,,Female,Full-Time,High School,Car,North,Single,2018,36,2018-12-01,0
37,134138.72,729,8408.57,16.18,2.0,0.1,3327.57,5,27015.95,Male,Self-Employed,Bachelor,Education,North,Married,2022,36,2022-03-16,0
32,42968.66,492,20708.56,17.29,1.0,8.6,9194.84,0,11658.58,Male,Unemployed,Bachelor,Home,North,Married,2021,48,2021-11-07,0
72,61673.9,635,2164.91,25.52,6.0,0.7,343.27,1,15814.98,Female,Full-Time,Bachelor,Education,West,,2017,48,2017-02-02,0
41,,661,10055.47,41.56,1.0,20.6,1025.0,2,,Male,Part-Time,High School,Education,North,Single,2016,24,2016-01-12,0
41,38419.82,717,4711.35,2.52,4.0,7.4,7394.71,4,9219.31,Male,Full-Time,High School,Education,Central,Married,2017,84,2017-11-21,0
67,86696.03,565,28784.62,9.94,2.0,10.0,281.19,0,16767.94,Male,Full-Time,Bachelor,Home,Central,Married,2024,36,2024-06-03,1
26,87025.04,799,2692.51,52.89,5.0,1.2,3335.44,3,29745.94,Female,Full-Time,High School,Home,West,Single,2019,48,2019-06-28,0
60,79342.88,539,7603.1,28.31,4.0,4.4,2961.99,0,21910.5,Male,Unemployed,High School,Car,East,Widowed,2019,36,2019-08-22,0
46,43437.74,714,6004.35,33.54,2.0,8.5,,5,7508.31,Male,Retired,Master,Personal,East,Single,2022,48,2022-09-12,0
61,60405.71,632,12663.64,2.38,6.0,0.2,6759.45,7,11416.76,Male,Full-Time,High School,Personal,Central,Married,2017,36,2017-03-26,0
41,72265.33,631,20462.05,9.15,3.0,,6075.81,1,15821.78,Male,Part-Time,High School,Car,East,Divorced,2015,48,2015-01-09,0
50,48170.91,668,112291.21,37.45,,1.0,7375.89,5,13662.11,Female,Full-Time,Master,Business,North,,2014,60,2014-03-23,1
33,98832.52,596,10113.87,26.27,5.0,2.2,1294.8,2,23655.44,Male,Full-Time,Master,Personal,Central,Married,2017,36,2017-11-26,0
66,32243.37,811,7351.05,38.07,0.0,,,3,8438.66,Female,Full-Time,Bachelor,Medical,North,Married,2023,36,2023-08-13,0
58,45575.35,704,15150.42,2.2,2.0,11.7,4778.41,9,9615.19,Male,Unemployed,,Home,West,Married,2017,60,2017-08-19,0
29,28448.04,678,11258.95,48.44,5.0,36.5,1808.58,8,7945.86,Female,Full-Time,Bachelor,Education,East,Married,2015,36,2015-03-22,1
65,49688.64,582,27995.06,4.13,1.0,23.5,9325.12,0,10376.7,Non-Binary,Part-Time,High School,Personal,East,Married,2021,60,2021-03-08,0
19,31968.92,617,8128.49,24.06,5.0,,6095.62,0,7487.61,Male,Full-Time,High School,Home,South,Single,2017,60,2017-10-20,0
24,107125.68,569,15364.03,18.01,4.0,,2548.4,9,24524.14,Female,Unemployed,Bachelor,Education,South,Married,2013,60,2013-12-20,1
48,15023.06,634,26010.14,36.62,4.0,0.8,342.08,7,3366.74,Male,Full-Time,Bachelor,Car,South,Married,2020,84,2020-07-03,1
69,49769.6,644,34725.18,63.55,6.0,20.8,6123.1,4,10206.65,Male,Self-Employed,High School,Education,North,Single,2011,36,2011-12-25,0
64,54570.67,584,9000.84,18.1,0.0,0.8,1493.88,2,20143.43,Male,Unemployed,Bachelor,Business,Central,Divorced,2016,60,2016-04-02,1
25,55472.79,627,7633.24,28.7,0.0,7.0,5885.11,2,9727.61,Female,Part-Time,High School,Home,South,Married,2012,12,2012-10-13,0
47,30828.91,485,3265.95,18.31,2.0,2.5,4423.64,1,9272.79,Male,Full-Time,High School,Home,Central,Married,2021,84,2021-05-23,0
43,68317.81,566,13497.63,19.35,5.0,0.1,2272.11,2,15452.16,Male,Full-Time,High School,Home,East,Single,2016,48,2016-10-04,1
53,22769.62,619,22385.92,10.02,2.0,2.6,6520.26,1,3886.35,Male,Part-Time,Bachelor,Home,North,Married,2011,60,2011-12-26,0
72,92473.36,705,32166.39,34.64,0.0,,12668.68,0,27225.05,Female,Full-Time,PhD,Personal,North,Married,2021,36,2021-12-26,0
51,27868.27,708,2432.57,70.23,4.0,10.3,7862.44,3,6507.63,Female,Self-Employed,PhD,Car,West,Married,2017,60,2017-01-21,0
68,44938.61,733,8981.41,65.24,0.0,2.0,3401.68,4,8685.0,Male,Self-Employed,,Home,South,Single,2018,36,2018-02-26,0
63,42747.32,623,5624.67,38.5,0.0,2.0,4866.47,1,14085.89,Non-Binary,Full-Time,Master,Business,West,Married,2014,36,2014-12-19,0
37,32632.48,710,5222.98,5.13,0.0,18.6,14266.31,2,5691.97,Female,Full-Time,,Medical,Central,Married,2010,36,2010-06-21,0
56,90679.08,672,5067.64,12.42,6.0,18.8,2602.08,4,30516.5,Female,Part-Time,High School,Home,East,Divorced,2021,48,2021-03-14,0
58,,711,17484.94,37.08,3.0,8.9,12305.55,6,8652.78,Female,Unemployed,Bachelor,Business,East,Married,2020,60,2020-01-02,0
64,129996.84,649,12646.0,67.32,3.0,,5795.79,5,,Male,Retired,Bachelor,Home,West,Single,2014,48,2014-08-03,0
65,29965.33,696,3294.81,61.65,2.0,4.6,773.81,2,,Female,Full-Time,Bachelor,Medical,Central,Widowed,2013,36,2013-10-24,0
35,37913.82,534,20626.26,41.01,5.0,5.9,49637.84,7,12572.37,Male,Self-Employed,High School,Business,North,Married,2020,84,2020-03-28,1
20,74485.42,711,24424.19,52.46,6.0,12.8,1266.9,2,,Male,Unemployed,High School,Personal,Central,Divorced,2015,60,2015-04-02,0
65,60429.29,728,18997.83,28.13,0.0,8.9,2257.46,6,15799.67,Male,Full-Time,High School,Medical,Central,,2020,36,2020-08-20,1
28,117763.8,581,7557.48,23.56,5.0,,11444.69,3,31545.46,Male,Full-Time,,Education,West,Divorced,2013,36,2013-05-11,0
69,41074.42,696,37069.75,39.27,4.0,0.3,2788.33,1,7831.03,Female,Full-Time,High School,Home,South,Married,2022,60,2022-11-17,1
18,42519.58,637,16132.15,40.38,0.0,3.3,37138.81,1,8150.06,Female,Unemployed,High School,Education,South,Married,2023,36,2023-11-21,0
23,72434.16,600,6839.78,44.22,6.0,15.3,2260.78,2,28293.02,Female,Retired,Master,Personal,Central,Married,2024,36,2024-07-20,1
50,105793.69,750,47116.42,26.79,4.0,0.0,2164.93,5,20605.25,Male,Retired,PhD,Home,Central,Married,2019,48,2019-04-21,1
46,27569.44,552,36834.12,17.52,5.0,7.8,,0,5427.83,Male,Part-Time,Bachelor,Home,Central,Married,2021,36,2021-10-05,1
73,54628.6,590,29273.82,18.82,4.0,1.9,8664.84,4,10876.29,Female,Self-Employed,Bachelor,Car,South,Single,2023,60,2023-09-23,0
67,57556.78,585,36986.48,29.02,2.0,11.0,7790.74,5,22198.92,Female,Retired,Bachelor,Medical,West,Single,2015,48,2015-05-16,1
47,119324.76,721,12533.94,17.67,,1.9,26622.88,0,23052.83,Male,Part-Time,Bachelor,Car,South,Single,2010,24,2010-09-27,1
52,39699.64,637,18283.81,17.97,1.0,,1878.47,4,13907.69,Female,Retired,Bachelor,Home,North,Single,2024,48,2024-02-11,0
31,54056.21,645,31698.3,43.72,3.0,5.1,46549.83,2,10598.19,Male,Retired,Master,Business,East,,2016,60,2016-12-05,0
57,31024.44,787,31949.43,17.33,5.0,1.3,11676.3,9,10214.9,Female,Retired,PhD,Education,North,Single,2022,36,2022-11-12,0
33,33399.02,659,49491.78,18.51,0.0,0.4,10401.59,9,,Male,Full-Time,Bachelor,Business,East,Married,2018,60,2018-11-23,1
23,189817.95,666,25310.36,26.93,2.0,0.3,29466.61,6,33919.34,Female,Full-Time,High School,Business,East,,2017,60,2017-10-25,0
52,118207.46,768,8799.48,30.85,1.0,9.9,11106.72,2,19855.94,Female,Full-Time,Bachelor,Car,Central,Single,2010,36,2010-07-19,1
57,57662.59,793,9424.35,30.01,3.0,3.6,1065.31,9,21964.31,Female,Full-Time,High School,Home,East,Single,2021,36,2021-05-17,0
60,21130.75,588,5899.2,20.42,0.0,6.4,5409.94,5,4070.99,Male,Part-Time,High School,Home,West,,2018,36,2018-07-28,0
23,28678.91,714,8170.37,35.09,3.0,,5915.19,4,,Male,Retired,High School,Education,Central,Married,2021,36,2021-02-23,0
28,215841.99,805,10159.52,11.86,4.0,13.8,,1,47262.56,Female,Part-Time,,Personal,Central,Divorced,2018,36,2018-09-16,0
41,57666.5,641,13424.67,5.83,1.0,0.3,8548.18,1,17877.78,Male,Part-Time,High School,Personal,Central,Single,2016,24,2016-03-02,0
40,141762.67,584,45087.34,39.47,3.0,3.2,628.57,8,56011.38,Female,Part-Time,High School,Car,South,Married,2021,48,2021-05-16,1
40,67548.19,609,4312.29,48.38,1.0,3.6,2972.89,2,21788.83,Male,Self-Employed,Bachelor,Business,South,Single,2020,84,2020-07-14,1
44,113576.47,705,19485.02,24.51,0.0,15.9,7739.14,6,26639.54,Male,Part-Time,Bachelor,Business,Central,Divorced,2011,36,2011-01-07,1
50,40061.32,601,13420.97,16.9,1.0,3.8,11032.05,6,7899.62,Male,Full-Time,Master,Education,East,Single,2015,36,2015-11-28,0
58,30275.29,651,10241.69,23.81,0.0,2.4,16392.27,1,7577.79,Male,Unemployed,High School,Home,West,Divorced,2014,36,2014-12-05,0
59,50925.69,662,10426.37,44.11,3.0,3.8,1925.58,4,12568.93,Male,Full-Time,Bachelor,Medical,South,Single,2013,60,2013-06-01,0
54,33011.81,611,1957.42,26.8,,4.6,21875.98,6,6986.77,Male,Retired,,Personal,Central,Married,2024,84,2024-08-03,0
70,47565.47,678,16757.58,33.16,3.0,16.4,1208.23,0,7971.76,Male,Full-Time,Bachelor,Personal,East,Married,2017,60,2017-06-25,0
52,23240.23,508,6683.49,12.54,6.0,2.1,1512.46,3,7498.46,Female,Full-Time,High School,Home,West,Married,2016,48,2016-12-21,1
34,59132.32,650,7953.29,33.89,,5.9,5162.88,7,,Male,Part-Time,High School,Home,East,Single,2015,48,2015-05-23,1
43,25752.73,718,23333.86,27.75,6.0,1.3,9769.51,2,9187.6,Female,Part-Time,Bachelor,Business,West,Married,2019,36,2019-12-09,1
62,99587.31,715,22550.28,26.82,6.0,17.6,4491.58,3,17498.51,Male,Unemployed,,Home,South,Single,2014,48,2014-12-01,0
37,,588,14560.93,55.61,3.0,2.3,,4,10447.86,Male,Full-Time,High School,Medical,Central,,2022,12,2022-04-15,1
39,68677.19,648,27842.24,28.63,,5.9,14334.15,4,13933.5,Male,Retired,Bachelor,Car,West,,2015,84,2015-11-24,0
66,33535.4,473,26519.86,8.11,1.0,12.2,34579.08,9,8627.83,Female,Full-Time,,Personal,South,Married,2012,24,2012-03-23,0
21,36985.36,800,5857.74,28.93,5.0,0.1,3540.42,4,7669.81,Male,Self-Employed,,Car,Central,,2015,60,2015-09-26,0
58,82416.11,644,8883.04,7.44,4.0,0.9,1740.48,8,14456.94,Male,Self-Employed,Master,Personal,Central,Married,2015,36,2015-07-26,0
35,,727,7292.67,68.88,6.0,3.1,6430.17,3,19196.62,Male,Unemployed,,Home,Central,Married,2016,48,2016-04-18,0
41,89508.2,605,27954.23,46.1,1.0,0.0,36895.59,1,29818.81,Male,Part-Time,Bachelor,Education,North,Divorced,2017,36,2017-01-17,1
59,83439.7,704,3565.6,13.69,2.0,2.0,5739.49,1,14013.63,Male,Full-Time,Master,Home,East,Divorced,2010,48,2010-10-14,0
63,19286.24,683,6892.01,24.22,5.0,,41246.23,4,3553.05,Female,Self-Employed,Master,Car,South,Single,2022,60,2022-05-15,0
72,16560.03,728,17206.66,25.98,5.0,8.9,11694.97,2,4956.33,Female,Part-Time,PhD,Car,East,Divorced,2018,24,2018-09-06,0
74,40368.84,751,30763.27,37.68,4.0,0.9,29745.75,1,7944.29,Male,Full-Time,Bachelor,Home,West,Married,2016,60,2016-07-08,0
48,53309.68,635,34286.38,21.0,3.0,,5166.29,8,11175.9,Male,Full-Time,,Home,North,Married,2024,36,2024-12-18,0
31,16582.29,698,28954.17,5.78,3.0,1.3,1150.5,0,5501.49,Male,Part-Time,High School,Car,East,Married,2014,24,2014-11-09,1
48,138395.71,668,10193.38,12.34,,11.2,832.32,3,24678.15,Male,Full-Time,,Education,Central,Widowed,2013,24,2013-08-26,1
43,71127.64,638,26841.59,42.51,0.0,0.1,6029.77,1,,Male,Full-Time,,Business,East,Divorced,2010,36,2010-12-22,1
34,136943.75,592,15964.78,52.34,4.0,1.8,2904.81,9,41693.67,Female,Retired,High School,Personal,North,Married,2017,60,2017-10-04,1
47,20502.16,645,27774.57,33.21,5.0,15.0,652.48,5,4238.95,Male,Part-Time,Master,Education,East,Married,2020,48,2020-10-14,1
48,83756.71,607,30650.02,52.63,1.0,2.0,800.54,8,14683.08,Male,Self-Employed,High School,Car,Central,Married,2011,60,2011-12-04,1
64,118468.32,666,6868.76,31.84,,8.9,1510.73,3,45141.31,Female,Retired,PhD,Personal,East,Married,2022,12,2022-08-12,1
42,26674.43,741,9285.47,21.31,3.0,1.2,13072.04,2,6635.58,Male,Full-Time,,Personal,East,Single,2016,60,2016-12-08,0
44,35130.1,683,40067.65,16.93,,9.7,533.43,3,9217.99,Male,Full-Time,PhD,Education,South,,2019,12,2019-09-13,0
59,,687,43604.68,31.78,2.0,5.0,693.47,6,4103.05,Male,Part-Time,High School,Business,West,Divorced,2023,60,2023-11-13,0
50,36464.92,524,5442.44,37.42,0.0,3.8,622.43,9,6449.59,Male,Self-Employed,,Car,South,Married,2023,60,2023-07-14,1
38,36604.05,719,19549.9,26.4,,0.7,2547.79,3,7121.46,Male,Part-Time,Master,Medical,Central,Divorced,2017,36,2017-12-08,1
26,23896.54,703,33600.63,17.42,6.0,0.5,29220.73,8,,Male,Full-Time,High School,Car,Central,Married,2016,36,2016-09-13,1
64,40788.58,645,9163.1,40.1,5.0,0.3,918.36,9,7786.02,Male,Full-Time,Master,Home,Central,Divorced,2024,36,2024-06-16,1
46,89846.72,824,17158.03,13.98,3.0,5.6,,0,21575.73,Female,Full-Time,PhD,Education,East,Married,2021,36,2021-12-15,0
40,47114.45,661,12089.48,47.94,0.0,2.4,,2,12654.97,Male,Part-Time,High School,Personal,South,Married,2021,60,2021-07-18,1
69,84083.03,740,11207.09,33.83,3.0,0.4,1698.6,1,33484.24,Male,Full-Time,High School,Education,West,Married,2014,60,2014-02-11,0
72,,576,22028.81,13.48,0.0,13.4,,8,27103.32,Female,Part-Time,,Business,West,Single,2024,36,2024-11-06,0
73,29164.46,594,16979.74,40.69,5.0,0.8,548.32,9,5601.66,Male,Retired,High School,Business,South,Widowed,2020,48,2020-12-27,1
39,128167.82,674,8294.84,13.66,,2.4,3328.02,3,,Male,Retired,PhD,Car,West,,2019,36,2019-07-24,0
27,31361.38,631,26690.94,39.74,3.0,0.2,968.08,8,9938.85,Male,Part-Time,,Business,North,,2019,60,2019-11-16,1
63,32166.77,617,9842.37,14.97,2.0,,1188.39,5,5413.09,Male,Full-Time,Master,Business,North,,2018,24,2018-03-06,0
46,81243.43,607,15600.49,34.99,3.0,,54660.1,4,15107.7,Female,Full-Time,,Car,South,Married,2016,36,2016-12-08,0
36,82778.72,671,24712.04,32.65,2.0,4.5,2887.74,1,13857.27,Male,Full-Time,,Home,East,Married,2022,48,2022-12-13,0
41,69093.99,568,26009.95,20.43,1.0,3.5,3454.33,6,,Male,Full-Time,Bachelor,Education,East,Married,2020,84,2020-11-23,1
21,73092.52,697,13724.27,20.09,1.0,13.9,9090.51,7,23804.0,Male,Self-Employed,Master,Education,Central,Divorced,2017,36,2017-04-28,1
59,29380.04,550,15105.03,18.61,0.0,,2887.45,0,5013.65,Female,Full-Time,Master,Personal,North,Divorced,2021,36,2021-02-16,0
23,11692.6,599,21145.04,19.55,6.0,0.6,719.14,8,4364.22,Female,Retired,Master,Car,Central,Single,2019,60,2019-02-16,1
45,46497.56,722,19388.07,26.58,3.0,12.1,9350.84,3,13837.6,Female,Full-Time,Master,Education,East,Single,2018,48,2018-02-12,1
52,60604.35,738,9776.44,7.09,2.0,,191151.49,3,11023.27,Female,Retired,,Personal,Central,Married,2024,36,2024-02-04,0
42,23194.06,725,11024.26,18.46,2.0,8.0,25452.36,6,,Male,Part-Time,High School,Business,Central,Married,2012,60,2012-01-24,1
54,50178.43,607,33150.1,8.47,6.0,5.4,1953.13,3,,Male,Retired,Master,Car,West,Single,2017,36,2017-09-25,0
30,43206.17,672,6732.16,49.69,3.0,5.8,828.89,6,13833.97,Female,Full-Time,Bachelor,Car,Central,Divorced,2021,60,2021-05-26,1
25,41960.5,618,85066.36,19.93,1.0,5.1,3162.06,9,16516.6,Male,Retired,High School,Home,West,Single,2014,48,2014-12-07,1
56,42253.03,741,21628.95,16.32,5.0,6.0,2485.64,6,10072.89,Male,Full-Time,Bachelor,Business,East,Married,2021,84,2021-05-18,0
26,46454.73,731,4140.84,33.97,6.0,2.2,692.32,9,9882.09,Male,Full-Time,,Home,South,Married,2021,60,2021-07-22,0
51,63483.73,628,16047.21,14.48,1.0,3.2,19748.58,9,19231.65,Female,Self-Employed,Bachelor,Home,East,Divorced,2016,36,2016-10-05,0
62,58129.43,651,13041.97,11.53,1.0,0.1,,1,,Male,Unemployed,Bachelor,Education,North,Divorced,2020,60,2020-08-22,0
20,49192.53,642,4355.21,18.31,6.0,3.6,2936.07,4,10796.13,Male,Part-Time,High School,Business,Central,Single,2018,60,2018-04-07,0
33,96275.48,792,63192.3,34.96,6.0,18.3,8684.05,4,16523.23,Male,Self-Employed,Bachelor,Education,North,Divorced,2020,36,2020-08-22,0
36,31926.32,738,108875.54,4.19,0.0,1.2,239.3,8,,Male,Part-Time,High School,Personal,North,,2017,48,2017-03-03,1
18,39497.43,777,12493.51,10.85,0.0,5.9,7492.37,7,11522.58,Male,Unemployed,Bachelor,Personal,West,Married,2016,60,2016-10-10,0
47,168091.97,633,17326.93,44.69,0.0,2.3,1713.32,7,58491.87,Female,Self-Employed,Master,Education,West,,2014,24,2014-01-17,0
61,20064.3,835,18883.28,5.48,3.0,5.7,384.19,1,3898.26,Female,Full-Time,Bachelor,Personal,West,Married,2014,36,2014-09-27,0
48,23034.09,495,3464.88,64.36,5.0,0.2,1885.57,6,6413.53,Female,Unemployed,Bachelor,Business,Central,,2019,36,2019-01-27,1
21,98231.95,700,17235.09,15.11,0.0,,7140.32,4,30981.98,Male,Retired,Master,Home,East,,2010,60,2010-10-27,0
64,32347.77,757,8161.65,34.71,,4.1,14042.71,8,6915.22,Female,Full-Time,PhD,Car,East,Divorced,2017,36,2017-07-22,0
46,35500.34,460,5025.81,26.68,2.0,2.2,11368.61,6,9473.06,Female,Part-Time,High School,Home,East,Single,2017,12,2017-06-19,1
